id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,time_stamp
1958,TRON,TRX,tron,962,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87700946066.86624,87700958677.71301,True,,15,71659659264.0,8519282167.157734,,2024-04-05T04:44:00.000Z,0.11888532899343,278530430.395549,-10.4179,-0.16518016,1.56567771,-1.40208716,-12.72275615,-0.54252509,14.71600391,10426355826.194454,0.4138,10426357325.44,,2024-04-05T04:44:00.000Z,,,,,,2024-04-05 04:45:57.312268+00:00
1,Bitcoin,BTC,bitcoin,10951,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19673506.0,19673506.0,False,,1,,,,2024-04-05T04:46:00.000Z,67668.45155994406,34930338967.15715,10.8674,-0.2505524,3.43450814,-3.9825972,6.14559936,58.42173857,53.99539454,1331275687775.2688,52.8342,1421037482758.83,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
1027,Ethereum,ETH,ethereum,8723,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120139718.91617976,120139718.91617976,True,,2,,,,2024-04-05T04:45:00.000Z,3282.04390779853,14537130259.050533,-2.4588,-0.56671022,-0.07775747,-8.26375509,-8.35428916,43.11646381,45.64427403,394303832553.47565,15.6487,394303832553.48,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
825,Tether USDt,USDT,tether,81282,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,106601457935.07361,109942615136.74486,True,,3,,,,2024-04-05T04:45:00.000Z,1.0003483333034553,67956722084.926025,-0.4181,0.00975962,0.02853815,0.04463543,0.01308435,0.07717264,-0.0487857,106638590773.06929,4.2322,109980911811.07,,2024-04-05T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-05 04:46:57.756583+00:00
1839,BNB,BNB,bnb,2130,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149535345.44125548,149535345.44125548,False,,4,,,,2024-04-05T04:45:00.000Z,575.5385332019396,2138729332.1423264,-4.866,-0.86510092,-0.36966677,-5.91723917,44.18209559,89.72016978,86.69855182,86063353377.10551,3.4156,86063353377.11,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
5426,Solana,SOL,solana,649,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,444928751.0370778,573356764.478676,True,,5,,,,2024-04-05T04:45:00.000Z,176.50331618423155,4117339684.166704,6.5028,-1.56612882,-2.83813174,-6.60145873,43.12760668,83.11695169,79.38126468,78531400023.75258,3.1167,101199370287.15,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
3408,USDC,USDC,usd-coin,17890,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33025665520.599983,33025665520.599983,False,,6,,,,2024-04-05T04:45:00.000Z,0.9998633153031249,11540813152.522644,17.1729,0.0009568,-8.025e-05,-0.00016979,0.02084281,-0.05579783,-0.01706452,33021151417.5192,1.3126,33021151417.52,,2024-04-05T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-05 04:46:57.756583+00:00
52,XRP,XRP,xrp,1280,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55051549471.0,99987715632.0,False,,7,,,,2024-04-05T04:46:00.000Z,0.58320635046249,2143929159.3573616,39.9928,-0.70779947,2.94299131,-6.34683306,-0.94603921,15.55440854,1.62716733,32106413254.287132,1.2742,58320635046.25,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
74,Dogecoin,DOGE,dogecoin,942,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143756206383.7052,143756206383.7052,True,,8,,,,2024-04-05T04:46:00.000Z,0.17415688638208146,2054050020.3662803,-20.3304,-1.53854468,-0.11553908,-19.09076296,13.54642276,122.91093333,112.25275096,25036133301.886,0.9936,25036133301.89,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
2010,Cardano,ADA,cardano,1122,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35597249495.042,36771024607.588,False,,9,,,,2024-04-05T04:45:00.000Z,0.5728432198210639,470632408.42187625,2.7687,-0.55795069,1.45284073,-11.90851494,-16.256179,15.25621332,7.50571938,20391643017.5136,0.8093,25777944891.95,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
11419,Toncoin,TON,toncoin,246,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3470534448.9819,5104957715.352165,True,,10,3414166606.0,17560160516.824024,,2024-04-05T04:45:00.000Z,5.143322673815651,155464056.1494621,17.2401,-1.17388237,4.28775992,4.8089542,97.5676593,150.16594304,145.57059478,17850078521.706913,0.7084,26256444766.24,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
5805,Avalanche,AVAX,avalanche,700,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377838377.9504299,436528017.9504299,False,,11,,,,2024-04-05T04:45:00.000Z,45.401842828626435,423288325.5262216,-19.983,-0.86423537,-1.2708293,-16.49879342,16.13008811,29.89517072,27.66772799,17154558650.328571,0.6808,32496310844.83,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
5994,Shiba Inu,SHIB,shiba-inu,785,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,12,,,,2024-04-05T04:45:00.000Z,2.6829363674864244e-05,667585937.0224669,1.7768,-1.12248697,2.53479487,-13.96102444,-18.82217123,200.55354557,175.66163915,15810259912.440165,0.6275,15816824405.2,,2024-04-05T04:45:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-05 04:46:57.756583+00:00
1831,Bitcoin Cash,BCH,bitcoin-cash,869,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19687684.375,19687684.375,False,,13,,,,2024-04-05T04:45:00.000Z,701.5696115932383,2375654819.1558723,85.2842,0.86203111,12.44086713,22.0132145,77.26873589,197.54921992,191.01164924,13812281080.139015,0.5482,14732961843.46,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
6636,Polkadot,DOT,polkadot-new,726,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1430042292.62819,1430042292.62819,True,,14,,,,2024-04-05T04:46:00.000Z,8.32853288032283,231189625.91939658,-5.4729,-0.9282461,-0.01094874,-11.92591207,-10.15716996,21.87562972,14.06073006,11910154254.406124,0.4727,11910154254.41,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
1958,TRON,TRX,tron,962,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87700946066.86624,87700958677.71301,True,,15,71659659264.0,8519592406.82098,,2024-04-05T04:45:00.000Z,0.1188896583422775,278543892.2506375,-10.4176,-0.15788297,1.56339797,-1.39606368,-12.7230884,-0.53308174,14.71767326,10426735514.184233,0.4138,10426737013.48,,2024-04-05T04:45:00.000Z,,,,,,2024-04-05 04:46:57.756583+00:00
1,Bitcoin,BTC,bitcoin,10955,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19673506.0,19673506.0,False,,1,,,,2024-04-05T04:47:00.000Z,67536.44919362565,35025368395.68843,11.1455,-0.47901579,3.24610961,-4.13520231,5.89834331,58.18927002,53.71425532,1328678738429.4895,52.8218,1418265433066.14,,2024-04-05T04:47:00.000Z,,,,,,2024-04-05 04:47:58.083010+00:00
1027,Ethereum,ETH,ethereum,8723,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120139718.91617976,120139718.91617976,True,,2,,,,2024-04-05T04:46:00.000Z,3285.768034355879,14541202462.75131,-2.433,-0.4393385,0.00356647,-8.16112935,-8.4203533,43.30687776,45.8316703,394751248071.2838,15.6665,394751248071.28,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:47:58.083010+00:00
825,Tether USDt,USDT,tether,81282,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,106601457935.07361,109942615136.74486,True,,3,,,,2024-04-05T04:46:00.000Z,1.0001349922810698,67960739145.440025,-0.4218,-0.01466945,0.01950133,0.01573538,-0.01493703,0.06887873,-0.08879497,106615848309.04564,4.2313,109957456541.15,,2024-04-05T04:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-04-05 04:47:58.083010+00:00
1839,BNB,BNB,bnb,2130,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149535345.44125548,149535345.44125548,False,,4,,,,2024-04-05T04:46:00.000Z,575.1497473087505,2138443713.3661506,-4.8853,-1.12050751,-0.52933503,-5.96387008,44.04020396,89.57195286,86.65860371,86005216144.26482,3.4133,86005216144.26,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:47:58.083010+00:00
5426,Solana,SOL,solana,649,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okx-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'cmc-crypto-awards-2024']",,444928751.0370778,573356764.478676,True,,5,,,,2024-04-05T04:46:00.000Z,176.5572868542932,4123238342.500898,6.6631,-1.60092851,-2.83321255,-6.50578475,42.76675113,83.24085981,79.5405108,78555413126.57574,3.1176,101230314735.91,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:47:58.083010+00:00
3408,USDC,USDC,usd-coin,17890,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,33025665520.599983,33025665520.599983,False,,6,,,,2024-04-05T04:46:00.000Z,0.9996961010411987,11539933161.40139,17.1467,-0.02195468,-0.00410766,-0.03127931,0.00134648,-0.066929,-0.05404377,33015629055.23455,1.3124,33015629055.23,,2024-04-05T04:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-04-05 04:47:58.083010+00:00
52,XRP,XRP,xrp,1281,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,55051549471.0,99987715632.0,False,,7,,,,2024-04-05T04:47:00.000Z,0.5832883724215606,2144881128.8966205,40.0034,-0.70353514,2.94853587,-6.32837065,-0.94310146,15.5853582,1.65282188,32110928690.224617,1.2766,58328837242.16,,2024-04-05T04:47:00.000Z,,,,,,2024-04-05 04:47:58.083010+00:00
74,Dogecoin,DOGE,dogecoin,943,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143756206383.7052,143756206383.7052,True,,8,,,,2024-04-05T04:47:00.000Z,0.1741665406686446,2056562137.0652266,-20.1945,-1.58057971,-0.09041141,-19.08444,13.51192351,122.96972864,112.33248572,25037521165.497658,0.9954,25037521165.5,,2024-04-05T04:47:00.000Z,,,,,,2024-04-05 04:47:58.083010+00:00
2010,Cardano,ADA,cardano,1122,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35597249495.042,36771024607.588,False,,9,,,,2024-04-05T04:46:00.000Z,0.5725479761490163,470606917.9529605,2.767,-0.68404694,1.37274343,-11.9545069,-16.45284492,15.21315264,7.4625675,20381133154.85789,0.8089,25764658926.71,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:47:58.083010+00:00
11419,Toncoin,TON,toncoin,246,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3470534448.9819,5104957715.352165,True,,10,3414166606.0,17519434175.659504,,2024-04-05T04:46:00.000Z,5.131394040604563,155449585.78112584,17.206,-1.55571223,4.00786889,4.45652266,96.86436999,149.59829525,145.02856181,17808679789.218563,0.7068,26195549598.1,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:47:58.083010+00:00
5805,Avalanche,AVAX,avalanche,700,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377838377.9504299,436528017.9504299,False,,11,,,,2024-04-05T04:46:00.000Z,45.382305319733895,423390012.2067029,-19.9955,-0.98555193,-1.63972987,-16.48797921,15.86531324,29.88693019,27.58119634,17147176629.659422,0.6805,32482326897.87,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:47:58.083010+00:00
5994,Shiba Inu,SHIB,shiba-inu,785,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289410812691.0,589534086491242.2,False,,12,,,,2024-04-05T04:46:00.000Z,2.6828846075451166e-05,667633127.5696957,1.7788,-1.15831815,2.50926165,-13.82729248,-18.81543404,200.55216297,175.64569007,15809954896.586994,0.6274,15816519262.71,,2024-04-05T04:46:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2024-04-05 04:47:58.083010+00:00
1831,Bitcoin Cash,BCH,bitcoin-cash,869,2017-07-23T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'marketplace', 'medium-of-exchange', 'store-of-value', 'enterprise-solutions', 'payments', 'bitcoin-ecosystem', 'layer-1']",21000000.0,19687684.375,19687684.375,False,,13,,,,2024-04-05T04:46:00.000Z,701.9755924058416,2376242754.8390174,85.2785,1.06079261,12.69521486,21.97261286,77.35990575,197.73907927,190.98126209,13820273902.239855,0.5485,14741487440.52,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:47:58.083010+00:00
6636,Polkadot,DOT,polkadot-new,727,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1430042292.62819,1430042292.62819,True,,14,,,,2024-04-05T04:47:00.000Z,8.32566547178919,231381677.41599742,-5.452,-0.98027841,-0.04731833,-11.93960452,-10.23819951,21.85824092,14.05980903,11906053738.932774,0.4733,11906053738.93,,2024-04-05T04:47:00.000Z,,,,,,2024-04-05 04:47:58.083010+00:00
1958,TRON,TRX,tron,962,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87700946066.86624,87700958677.71301,True,,15,71659659264.0,8517262110.80442,,2024-04-05T04:46:00.000Z,0.11885713940427955,278541434.1149737,-10.4157,-0.19920662,1.49427979,-1.4300634,-12.73316828,-0.54213183,14.70933719,10423883572.556723,0.4137,10423885071.45,,2024-04-05T04:46:00.000Z,,,,,,2024-04-05 04:47:58.083010+00:00
